je_id,entity,posting_date,value_date,period,account_code,account_name,account_type,cost_center,description,debit_credit,amount,currency,vendor_id,vendor_name,invoice_ref,user_id,approved_by,posting_hour,source_system,je_type,reversal_flag
JE-005576,TechFlow Inc,2024-03-29,2024-03-29,2024-03,2200,Accrued Liabilities,Liability,CC277,Standard posting — Accrued Liabilities,C,140435.52,USD,V002,Global IT Solutions,INV-59125,l.dupont,dir.treasury,12,Oracle,Manual,N
JE-005577,FinServ Partners,2024-02-18,2024-02-18,2024-02,6800,Insurance,Expense,CC860,Standard posting — Insurance,C,1587.11,USD,V005,FastTrack Logistics,INV-87798,a.silva,vp.controller,10,SAP,Manual,N
JE-005578,Global Trade Ltd,2023-02-10,2023-02-10,2023-02,2100,Accounts Payable,Liability,CC902,Standard posting — Accounts Payable,C,399.95,EUR,V005,FastTrack Logistics,INV-90259,j.martin,vp.controller,10,Manual,Manual,N
JE-005579,TechFlow Inc,2024-09-13,2024-09-13,2024-09,4300,Other Operating Income,Revenue,CC533,Standard posting — Other Operating Income,D,1085.13,USD,V004,Metro Legal Advisors,INV-89974,s.chen,director.finance,9,SAP,Automated,N
JE-005580,Global Trade Ltd,2024-06-09,2024-06-09,2024-06,4200,Revenue — Services,Revenue,CC135,Standard posting — Revenue — Services,D,41420.82,EUR,V008,Alliance Insurance,INV-35651,a.silva,cfo.office,14,SAP,Automated,N
JE-005581,Global Trade Ltd,2024-10-30,2024-10-30,2024-10,1100,Cash & Cash Equivalents,Asset,CC362,Standard posting — Cash & Cash Equivalents,D,382.46,GBP,V001,Apex Consulting,INV-96231,j.martin,mgr.accounting,13,SAP,Automated,N
JE-005582,TechFlow Inc,2024-12-14,2024-12-14,2024-12,5200,Direct Labour,Expense,CC448,Standard posting — Direct Labour,C,16484.88,USD,V004,Metro Legal Advisors,INV-28361,s.chen,vp.controller,17,SAP,Automated,N
JE-005583,ACME Corp,2023-08-01,2023-08-01,2023-08,2100,Accounts Payable,Liability,CC359,Standard posting — Accounts Payable,C,816.92,CAD,V002,Global IT Solutions,INV-65301,t.yamada,mgr.accounting,12,SAP,Manual,N
JE-005584,TechFlow Inc,2023-04-16,2023-04-16,2023-04,2300,Short-Term Borrowings,Liability,CC142,Standard posting — Short-Term Borrowings,D,201.52,USD,V006,NovaTech Services,INV-64778,t.yamada,director.finance,12,Oracle,Automated,N
JE-005585,BuildCo SA,2024-01-16,2024-01-16,2024-01,7100,Interest Income,Revenue,CC173,Standard posting — Interest Income,D,185162.42,GBP,V004,Metro Legal Advisors,INV-80785,f.nkosi,cfo.office,10,Import,Manual,N
JE-005586,Global Trade Ltd,2024-11-11,2024-11-11,2024-11,5200,Direct Labour,Expense,CC360,Standard posting — Direct Labour,C,3073.01,USD,V003,Premier Office Supply,INV-85082,j.martin,mgr.accounting,9,SAP,Automated,N
JE-005587,BuildCo SA,2023-01-30,2023-01-30,2023-01,9200,Intercompany Receivable,Asset,CC590,Standard posting — Intercompany Receivable,C,371.72,USD,V003,Premier Office Supply,INV-27484,a.silva,cfo.office,12,Concur,Import,N
JE-005588,ACME Corp,2024-12-30,2024-12-30,2024-12,6100,Salaries & Wages,Expense,CC872,Standard posting — Salaries & Wages,C,254558.94,USD,V001,Apex Consulting,INV-30180,t.yamada,dir.treasury,8,Concur,Import,N
JE-005589,ACME Corp,2023-04-01,2023-04-01,2023-04,1400,Prepaid Expenses,Asset,CC622,Standard posting — Prepaid Expenses,D,2442.12,EUR,V009,ClearView Analytics,INV-39099,c.lambert,director.finance,12,Oracle,Automated,N
JE-005590,BuildCo SA,2024-06-23,2024-06-23,2024-06,5100,Cost of Goods Sold,Expense,CC624,Standard posting — Cost of Goods Sold,D,16445.63,USD,V007,Stellar Recruitment,INV-62239,c.lambert,dir.treasury,9,Manual,Automated,N
JE-005591,BuildCo SA,2024-11-27,2024-11-27,2024-11,1100,Cash & Cash Equivalents,Asset,CC110,Standard posting — Cash & Cash Equivalents,C,1539.42,CAD,V004,Metro Legal Advisors,INV-59836,c.lambert,cfo.office,12,Manual,Automated,N
JE-005592,FinServ Partners,2024-07-18,2024-07-18,2024-07,1100,Cash & Cash Equivalents,Asset,CC757,Standard posting — Cash & Cash Equivalents,D,21398.21,USD,V008,Alliance Insurance,INV-73067,c.lambert,director.finance,16,Oracle,Import,N
JE-005593,BuildCo SA,2024-02-08,2024-02-08,2024-02,4100,Revenue — Products,Revenue,CC474,Standard posting — Revenue — Products,D,7262.5,USD,V006,NovaTech Services,INV-76731,r.kumar,dir.treasury,16,SAP,Automated,N
JE-005594,TechFlow Inc,2024-08-16,2024-08-16,2024-08,7100,Interest Income,Revenue,CC111,Standard posting — Interest Income,D,642.68,EUR,V007,Stellar Recruitment,INV-72746,p.garcia,vp.controller,13,Oracle,Automated,N
JE-005595,TechFlow Inc,2023-05-10,2023-05-10,2023-05,4100,Revenue — Products,Revenue,CC257,Standard posting — Revenue — Products,D,298.31,USD,V005,FastTrack Logistics,INV-40967,a.silva,cfo.office,13,Manual,Manual,N
JE-005596,TechFlow Inc,2023-03-20,2023-03-20,2023-03,1400,Prepaid Expenses,Asset,CC283,Standard posting — Prepaid Expenses,D,15543.4,USD,V005,FastTrack Logistics,INV-45537,c.lambert,dir.treasury,14,SAP,Automated,N
JE-005597,Global Trade Ltd,2023-08-30,2023-08-30,2023-08,1500,Property Plant & Equipment,Asset,CC210,Standard posting — Property Plant & Equipment,D,286997.88,EUR,V001,Apex Consulting,INV-18285,m.okafor,cfo.office,16,SAP,Import,N
JE-005598,ACME Corp,2024-10-20,2024-10-20,2024-10,7200,Interest Expense,Expense,CC215,Standard posting — Interest Expense,D,9252.72,USD,V001,Apex Consulting,INV-26105,j.martin,vp.controller,8,SAP,Automated,N
JE-005599,BuildCo SA,2023-01-03,2023-01-03,2023-01,3100,Share Capital,Equity,CC693,Standard posting — Share Capital,C,215.76,GBP,V005,FastTrack Logistics,INV-68529,c.lambert,mgr.accounting,16,SAP,Manual,N
JE-005600,TechFlow Inc,2024-05-07,2024-05-07,2024-05,1300,Inventories,Asset,CC832,Standard posting — Inventories,C,28806.37,USD,V006,NovaTech Services,INV-34854,j.martin,director.finance,15,Import,Manual,N
JE-005601,ACME Corp,2024-03-24,2024-03-24,2024-03,6300,Professional Fees,Expense,CC618,Standard posting — Professional Fees,C,1792.73,CAD,V002,Global IT Solutions,INV-74733,f.nkosi,dir.treasury,16,Import,Manual,N
JE-005602,ACME Corp,2023-09-30,2023-09-30,2023-09,5100,Cost of Goods Sold,Expense,CC828,Standard posting — Cost of Goods Sold,C,9095.74,USD,V005,FastTrack Logistics,INV-12115,m.okafor,mgr.accounting,8,SAP,Automated,N
JE-005603,FinServ Partners,2024-02-28,2024-02-28,2024-02,6200,Rent & Occupancy,Expense,CC997,Standard posting — Rent & Occupancy,C,331.34,USD,V006,NovaTech Services,INV-65862,r.kumar,cfo.office,14,Concur,Manual,N
JE-005604,BuildCo SA,2024-10-11,2024-10-11,2024-10,1400,Prepaid Expenses,Asset,CC709,Standard posting — Prepaid Expenses,C,29633.89,USD,V006,NovaTech Services,INV-90810,m.okafor,vp.controller,14,SAP,Automated,N
JE-005605,ACME Corp,2023-03-31,2023-03-31,2023-03,6200,Rent & Occupancy,Expense,CC137,Standard posting — Rent & Occupancy,D,1400.95,USD,V010,Platinum Facilities,INV-86335,l.dupont,cfo.office,16,Oracle,Import,N
JE-005606,ACME Corp,2023-01-07,2023-01-07,2023-01,9300,Intercompany Payable,Liability,CC338,Standard posting — Intercompany Payable,C,2824.22,EUR,V007,Stellar Recruitment,INV-11257,t.yamada,director.finance,12,Manual,Automated,N
JE-005607,Global Trade Ltd,2024-04-18,2024-04-18,2024-04,2300,Short-Term Borrowings,Liability,CC308,Standard posting — Short-Term Borrowings,C,42355.48,USD,V001,Apex Consulting,INV-88172,j.martin,mgr.accounting,14,Manual,Automated,N
JE-005608,BuildCo SA,2024-08-22,2024-08-22,2024-08,6300,Professional Fees,Expense,CC720,Standard posting — Professional Fees,D,110128.06,EUR,V006,NovaTech Services,INV-77949,l.dupont,director.finance,13,Oracle,Import,N
JE-005609,BuildCo SA,2023-11-12,2023-11-12,2023-11,1100,Cash & Cash Equivalents,Asset,CC961,Standard posting — Cash & Cash Equivalents,D,26364.37,USD,V007,Stellar Recruitment,INV-22121,t.yamada,director.finance,11,Oracle,Automated,N
JE-005610,FinServ Partners,2024-10-01,2024-10-01,2024-10,7200,Interest Expense,Expense,CC375,Standard posting — Interest Expense,C,484177.4,EUR,V010,Platinum Facilities,INV-95714,t.yamada,vp.controller,12,Import,Automated,N
JE-005611,Global Trade Ltd,2024-04-30,2024-04-30,2024-04,6700,Depreciation & Amortisation,Expense,CC330,Standard posting — Depreciation & Amortisation,D,100.56,USD,V004,Metro Legal Advisors,INV-65944,s.chen,dir.treasury,16,SAP,Automated,N
JE-005612,BuildCo SA,2023-02-23,2023-02-23,2023-02,8100,Income Tax Expense,Expense,CC636,Standard posting — Income Tax Expense,D,134597.82,USD,V007,Stellar Recruitment,INV-99277,j.martin,vp.controller,13,SAP,Import,N
JE-005613,TechFlow Inc,2023-04-24,2023-04-24,2023-04,2200,Accrued Liabilities,Liability,CC630,Standard posting — Accrued Liabilities,C,123.73,USD,V006,NovaTech Services,INV-35722,l.dupont,cfo.office,15,SAP,Automated,N
JE-005614,BuildCo SA,2024-06-18,2024-06-18,2024-06,6100,Salaries & Wages,Expense,CC208,Vendor payment — expense reimbursement,C,9893.49,USD,V007,Stellar Recruitment,INV-35230,j.martin,dir.treasury,9,Manual,Manual,N
JE-005615,TechFlow Inc,2023-11-15,2023-11-15,2023-11,6100,Salaries & Wages,Expense,CC538,Standard posting — Salaries & Wages,C,29061.54,USD,V003,Premier Office Supply,INV-37025,c.lambert,mgr.accounting,15,SAP,Import,N
JE-005616,TechFlow Inc,2024-02-07,2024-02-07,2024-02,9200,Intercompany Receivable,Asset,CC915,Vendor payment — expense reimbursement,C,9990.73,USD,V008,Alliance Insurance,INV-63730,c.lambert,mgr.accounting,8,Oracle,Manual,N
JE-005617,TechFlow Inc,2024-10-23,2024-10-23,2024-10,3100,Share Capital,Equity,CC755,Standard posting — Share Capital,C,188456.63,EUR,V003,Premier Office Supply,INV-18274,r.kumar,cfo.office,9,Oracle,Automated,N
JE-005618,TechFlow Inc,2023-05-16,2023-05-16,2023-05,2300,Short-Term Borrowings,Liability,CC669,Standard posting — Short-Term Borrowings,C,95892.23,EUR,V008,Alliance Insurance,INV-57400,p.garcia,mgr.accounting,12,Manual,Manual,N
JE-005619,ACME Corp,2023-11-03,2023-11-03,2023-11,6400,Marketing & Advertising,Expense,CC209,Standard posting — Marketing & Advertising,D,5044.76,EUR,V010,Platinum Facilities,INV-55747,r.kumar,mgr.accounting,14,Manual,Import,N
JE-005620,BuildCo SA,2023-11-08,2023-11-08,2023-11,9200,Intercompany Receivable,Asset,CC367,Standard posting — Intercompany Receivable,C,308128.68,CAD,V002,Global IT Solutions,INV-15697,c.lambert,dir.treasury,16,SAP,Automated,N
JE-005621,ACME Corp,2023-11-21,2023-11-21,2023-11,1300,Inventories,Asset,CC873,Standard posting — Inventories,C,242.02,USD,V003,Premier Office Supply,INV-10593,c.lambert,dir.treasury,15,Oracle,Automated,N
JE-005622,BuildCo SA,2023-01-03,2023-01-03,2023-01,1500,Property Plant & Equipment,Asset,CC772,Standard posting — Property Plant & Equipment,D,1798.21,USD,V007,Stellar Recruitment,INV-19450,t.yamada,cfo.office,9,SAP,Manual,N
JE-005623,BuildCo SA,2023-02-10,2023-02-10,2023-02,7200,Interest Expense,Expense,CC503,Standard posting — Interest Expense,C,217.65,USD,V007,Stellar Recruitment,INV-10096,p.garcia,director.finance,15,Oracle,Reversal,N
JE-005624,Global Trade Ltd,2023-10-26,2023-10-26,2023-10,6200,Rent & Occupancy,Expense,CC369,Standard posting — Rent & Occupancy,D,49935.89,GBP,V007,Stellar Recruitment,INV-86908,t.yamada,director.finance,13,Oracle,Manual,N
JE-005625,Global Trade Ltd,2023-12-12,2023-12-12,2023-12,2200,Accrued Liabilities,Liability,CC472,Standard posting — Accrued Liabilities,C,17443.41,USD,V002,Global IT Solutions,INV-83391,j.martin,director.finance,9,SAP,Manual,N
JE-005626,Global Trade Ltd,2024-02-18,2024-02-18,2024-02,6400,Marketing & Advertising,Expense,CC957,Standard posting — Marketing & Advertising,D,116.73,EUR,V005,FastTrack Logistics,INV-28753,r.kumar,dir.treasury,14,Oracle,Reversal,N
JE-005627,TechFlow Inc,2023-10-09,2023-10-09,2023-10,6500,Travel & Entertainment,Expense,CC847,Standard posting — Travel & Entertainment,D,7589.79,EUR,V001,Apex Consulting,INV-30358,s.chen,cfo.office,8,SAP,Automated,N
JE-005628,BuildCo SA,2023-04-09,2023-04-09,2023-04,4200,Revenue — Services,Revenue,CC292,Standard posting — Revenue — Services,D,954.4,USD,V010,Platinum Facilities,INV-68011,a.silva,cfo.office,11,SAP,Manual,N
JE-005629,Global Trade Ltd,2024-11-04,2024-11-04,2024-11,6800,Insurance,Expense,CC573,Standard posting — Insurance,D,362.43,USD,V005,FastTrack Logistics,INV-65637,r.kumar,dir.treasury,15,Oracle,Import,N
JE-005630,TechFlow Inc,2023-08-03,2023-08-03,2023-08,7200,Interest Expense,Expense,CC898,Standard posting — Interest Expense,D,302415.62,GBP,V008,Alliance Insurance,INV-32778,r.kumar,mgr.accounting,12,Concur,Import,N
JE-005631,FinServ Partners,2023-06-10,2023-06-10,2023-06,9100,Clearing / Suspense,Suspense,CC616,Standard posting — Clearing / Suspense,C,1872.28,EUR,V007,Stellar Recruitment,INV-89106,j.martin,cfo.office,11,SAP,Manual,N
JE-005632,TechFlow Inc,2023-08-27,2023-08-27,2023-08,6300,Professional Fees,Expense,CC871,Standard posting — Interest Expense,D,81360.39,EUR,V001,Apex Consulting,INV-31533,f.nkosi,dir.treasury,16,Import,Manual,N
JE-005633,BuildCo SA,2024-01-14,2024-01-14,2024-01,6500,Travel & Entertainment,Expense,CC203,Standard posting — Travel & Entertainment,D,114459.88,USD,V001,Apex Consulting,INV-79249,m.okafor,cfo.office,9,Concur,Import,N
JE-005634,FinServ Partners,2024-10-28,2024-10-28,2024-10,4300,Other Operating Income,Revenue,CC964,Standard posting — Other Operating Income,C,4738.34,USD,V010,Platinum Facilities,INV-91928,s.chen,vp.controller,12,SAP,Automated,N
JE-005635,TechFlow Inc,2023-09-02,2023-09-02,2023-09,6300,Professional Fees,Expense,CC530,Standard posting — Clearing / Suspense,C,85281.48,GBP,V006,NovaTech Services,INV-29267,r.kumar,vp.controller,15,Import,Automated,N
JE-005636,TechFlow Inc,2024-08-14,2024-08-14,2024-08,6300,Professional Fees,Expense,CC362,Standard posting — Professional Fees,D,151.96,USD,V008,Alliance Insurance,INV-95365,j.martin,cfo.office,11,SAP,Automated,N
JE-005637,ACME Corp,2023-02-06,2023-02-06,2023-02,3100,Share Capital,Equity,CC162,Standard posting — Share Capital,C,1405.47,USD,V005,FastTrack Logistics,INV-41718,s.chen,cfo.office,12,Oracle,Import,N
JE-005638,FinServ Partners,2024-03-08,2024-03-08,2024-03,1100,Cash & Cash Equivalents,Asset,CC388,Standard posting — Cash & Cash Equivalents,D,182217.3,USD,V007,Stellar Recruitment,INV-26160,a.silva,cfo.office,12,Manual,Manual,N
JE-005639,TechFlow Inc,2024-12-22,2024-12-22,2024-12,1400,Prepaid Expenses,Asset,CC172,Standard posting — Prepaid Expenses,C,13749.35,USD,V005,FastTrack Logistics,INV-14348,f.nkosi,mgr.accounting,11,Oracle,Automated,N
JE-005640,ACME Corp,2024-09-03,2024-09-03,2024-09,6600,IT & Software,Expense,CC690,Standard posting — IT & Software,C,408.98,USD,V010,Platinum Facilities,INV-78190,c.lambert,cfo.office,17,SAP,Automated,N
JE-005641,Global Trade Ltd,2024-10-18,2024-10-18,2024-10,1300,Inventories,Asset,CC957,Standard posting — Inventories,D,484.54,EUR,V007,Stellar Recruitment,INV-87039,s.chen,director.finance,13,Import,Manual,N
JE-005642,Global Trade Ltd,2023-04-13,2023-04-13,2023-04,2400,Deferred Revenue,Liability,CC887,Standard posting — Deferred Revenue,C,658.41,USD,V010,Platinum Facilities,INV-23293,l.dupont,cfo.office,10,Manual,Reversal,N
JE-005643,Global Trade Ltd,2023-04-24,2023-04-24,2023-04,4200,Revenue — Services,Revenue,CC876,Standard posting — Revenue — Services,D,1337.52,USD,V008,Alliance Insurance,INV-36939,s.chen,dir.treasury,17,SAP,Manual,N
JE-005644,FinServ Partners,2024-06-25,2024-06-25,2024-06,6500,Travel & Entertainment,Expense,CC374,Standard posting — Travel & Entertainment,D,3963.01,USD,V002,Global IT Solutions,INV-18589,l.dupont,mgr.accounting,17,Oracle,Automated,N
JE-005645,Global Trade Ltd,2024-11-03,2024-11-03,2024-11,4200,Revenue — Services,Revenue,CC836,Standard posting — Revenue — Services,C,454801.2,EUR,V007,Stellar Recruitment,INV-37929,r.kumar,vp.controller,17,Manual,Automated,N
JE-005646,Global Trade Ltd,2024-10-16,2024-10-16,2024-10,6100,Salaries & Wages,Expense,CC632,Standard posting — Salaries & Wages,C,1118.19,GBP,V008,Alliance Insurance,INV-17006,f.nkosi,dir.treasury,14,Import,Manual,N
JE-005647,Global Trade Ltd,2023-09-28,2023-09-28,2023-09,6300,Professional Fees,Expense,CC444,Standard posting — Professional Fees,C,283675.9,EUR,V007,Stellar Recruitment,INV-56444,f.nkosi,cfo.office,11,Manual,Manual,N
JE-005648,TechFlow Inc,2024-11-15,2024-11-15,2024-11,1200,Accounts Receivable,Asset,CC919,Standard posting — Accounts Receivable,C,11825.74,EUR,V002,Global IT Solutions,INV-25033,c.lambert,director.finance,12,SAP,Automated,N
JE-005649,ACME Corp,2024-02-21,2024-02-21,2024-02,6300,Professional Fees,Expense,CC385,Standard posting — Professional Fees,D,156825.69,EUR,V009,ClearView Analytics,INV-25142,c.lambert,cfo.office,13,Oracle,Manual,N
JE-005650,BuildCo SA,2024-10-29,2024-10-29,2024-10,1400,Prepaid Expenses,Asset,CC604,Standard posting — Prepaid Expenses,C,1191.09,USD,V010,Platinum Facilities,INV-39362,a.silva,dir.treasury,12,Oracle,Import,N
JE-005651,FinServ Partners,2023-07-11,2023-07-11,2023-07,5200,Direct Labour,Expense,CC726,Standard posting — Direct Labour,D,31177.64,EUR,V010,Platinum Facilities,INV-29754,j.martin,cfo.office,10,SAP,Automated,N
JE-005652,FinServ Partners,2024-07-09,2024-07-09,2024-07,6400,Marketing & Advertising,Expense,CC376,Standard posting — Marketing & Advertising,C,63427.83,USD,V005,FastTrack Logistics,INV-83862,f.nkosi,vp.controller,12,Oracle,Automated,N
JE-005653,ACME Corp,2024-06-28,2024-06-28,2024-06,2300,Short-Term Borrowings,Liability,CC996,Standard posting — Short-Term Borrowings,D,1201.61,USD,V002,Global IT Solutions,INV-99802,t.yamada,vp.controller,12,Manual,Automated,N
JE-005654,TechFlow Inc,2023-07-25,2023-07-25,2023-07,6700,Depreciation & Amortisation,Expense,CC957,Standard posting — Depreciation & Amortisation,D,16081.03,USD,V003,Premier Office Supply,INV-43865,m.okafor,dir.treasury,15,Manual,Manual,N
JE-005655,TechFlow Inc,2023-07-21,2023-07-21,2023-07,1100,Cash & Cash Equivalents,Asset,CC664,Standard posting — Cash & Cash Equivalents,C,19127.87,USD,V007,Stellar Recruitment,INV-60000,s.chen,dir.treasury,10,Import,Manual,N
JE-005656,TechFlow Inc,2024-07-18,2024-07-18,2024-07,6300,Professional Fees,Expense,CC987,Standard posting — Professional Fees,C,48368.24,CAD,V006,NovaTech Services,INV-56409,s.chen,mgr.accounting,14,SAP,Automated,N
JE-005657,FinServ Partners,2023-07-04,2023-07-04,2023-07,3200,Retained Earnings,Equity,CC581,Standard posting — Retained Earnings,C,111522.21,USD,V009,ClearView Analytics,INV-48117,a.silva,vp.controller,10,SAP,Automated,N
JE-005658,FinServ Partners,2024-04-08,2024-04-08,2024-04,2200,Accrued Liabilities,Liability,CC169,Standard posting — Accrued Liabilities,C,344.67,USD,V004,Metro Legal Advisors,INV-43187,p.garcia,cfo.office,11,SAP,Automated,N
JE-005659,ACME Corp,2024-08-07,2024-08-07,2024-08,6200,Rent & Occupancy,Expense,CC409,Standard posting — Rent & Occupancy,C,300965.33,USD,V003,Premier Office Supply,INV-38168,p.garcia,director.finance,13,Import,Automated,N
JE-005660,FinServ Partners,2023-05-28,2023-05-28,2023-05,6100,Salaries & Wages,Expense,CC457,Standard posting — Salaries & Wages,D,216.95,EUR,V003,Premier Office Supply,INV-76530,j.martin,cfo.office,17,SAP,Reversal,N
JE-005661,Global Trade Ltd,2023-07-22,2023-07-22,2023-07,2400,Deferred Revenue,Liability,CC432,Standard posting — Deferred Revenue,D,5215.64,EUR,V007,Stellar Recruitment,INV-43907,r.kumar,vp.controller,17,Concur,Import,N
JE-005662,TechFlow Inc,2024-08-26,2024-08-26,2024-08,3200,Retained Earnings,Equity,CC744,Standard posting — Retained Earnings,D,799.44,USD,V001,Apex Consulting,INV-42065,r.kumar,dir.treasury,9,SAP,Automated,N
JE-005663,ACME Corp,2024-12-12,2024-12-12,2024-12,9200,Intercompany Receivable,Asset,CC267,Standard posting — Intercompany Receivable,D,4200.34,USD,V001,Apex Consulting,INV-77449,f.nkosi,vp.controller,17,SAP,Automated,N
JE-005664,ACME Corp,2024-04-10,2024-04-10,2024-04,9100,Clearing / Suspense,Suspense,CC679,Standard posting — Clearing / Suspense,C,153368.31,USD,V001,Apex Consulting,INV-37425,t.yamada,director.finance,15,Oracle,Automated,N
